base_date,emd_nm,pay_amt
2020-07-03,예래동,15250
2020-07-03,오라동,45666
2020-07-03,외도동,82228
2020-07-03,용담1동,29276
2020-07-03,용담2동,45431
2020-07-03,이도1동,36461
2020-07-03,이도2동,176857
2020-07-03,이호동,16693
2020-07-03,일도1동,17602
2020-07-03,일도2동,119895
2020-07-03,정방동,8421
2020-07-03,조천읍,42238
2020-07-03,중문동,44518
2020-07-03,중앙동,31229
2020-07-03,천지동,3028
2020-07-03,표선면,21365
2020-07-03,한경면,17503
2020-07-03,한림읍,63113
2020-07-03,화북동,92236
2020-07-03,효돈동,3422
2020-07-04,건입동,40391
2020-07-04,구좌읍,28425
2020-07-04,남원읍,56903
2020-07-04,노형동,228792
2020-07-04,대륜동,49274
2020-07-04,대정읍,86941
2020-07-04,대천동,49254
2020-07-04,도두동,17709
2020-07-04,동홍동,104755
2020-07-04,봉개동,19404
2020-07-04,삼도1동,63823
2020-07-04,삼도2동,34500
2020-07-04,삼양동,99057
2020-07-04,서홍동,33678
2020-07-04,성산읍,45446
2020-07-04,송산동,26074
2020-07-04,아라동,116123
2020-07-04,안덕면,38631
2020-07-04,애월읍,97017
2020-07-04,연동,184449
2020-07-04,영천동,16885
2020-07-04,예래동,19510
2020-07-04,오라동,58152
2020-07-04,외도동,96471
2020-07-04,용담1동,33397
2020-07-04,용담2동,66314
2020-07-04,이도1동,47781
2020-07-04,이도2동,233400
2020-07-04,이호동,20839
2020-07-04,일도1동,20639
2020-07-04,일도2동,159220
2020-07-04,정방동,9733
2020-07-04,조천읍,56178
2020-07-04,중문동,56391
2020-07-04,중앙동,33803
2020-07-04,천지동,4999
2020-07-04,표선면,26867
2020-07-04,한경면,25487
2020-07-04,한림읍,71900
2020-07-04,화북동,119626
2020-07-04,효돈동,2124
2020-07-05,건입동,50607
2020-07-05,구좌읍,35666
2020-07-05,남원읍,70756
2020-07-05,노형동,300140
2020-07-05,대륜동,57231
2020-07-05,대정읍,88274
2020-07-05,대천동,58215
2020-07-05,도두동,19504
2020-07-05,동홍동,115279
2020-07-05,봉개동,21201
2020-07-05,삼도1동,71280
2020-07-05,삼도2동,39002
2020-07-05,삼양동,118172
2020-07-05,서홍동,40387
2020-07-05,성산읍,46054
2020-07-05,송산동,34266
2020-07-05,아라동,156745
2020-07-05,안덕면,47467
2020-07-05,애월읍,116324
2020-07-05,연동,235913
2020-07-05,영천동,17887
2020-07-05,예래동,21005
2020-07-05,오라동,70825
2020-07-05,외도동,120801
2020-07-05,용담1동,40204
2020-07-05,용담2동,83076
2020-07-05,이도1동,56317
2020-07-05,이도2동,284017
2020-07-05,이호동,24277
2020-07-05,일도1동,23684
2020-07-05,일도2동,192608
2020-07-05,정방동,12885
2020-07-05,조천읍,65757
2020-07-05,중문동,64842
2020-07-05,중앙동,35751
2020-07-05,천지동,4654
2020-07-05,표선면,35317
2020-07-05,한경면,25529
2020-07-05,한림읍,78739
2020-07-05,화북동,139513
2020-07-05,효돈동,3830
2020-07-06,건입동,41899
2020-07-06,구좌읍,27702
2020-07-06,남원읍,55657
2020-07-06,노형동,240079
2020-07-06,대륜동,43326
2020-07-06,대정읍,77236
2020-07-06,대천동,46825
2020-07-06,도두동,18847
2020-07-06,동홍동,95442
2020-07-06,봉개동,13748
2020-07-06,삼도1동,56354
2020-07-06,삼도2동,31148
2020-07-06,삼양동,91154
2020-07-06,서홍동,32093
2020-07-06,성산읍,39184
2020-07-06,송산동,26262
2020-07-06,아라동,118991
2020-07-06,안덕면,29790
2020-07-06,애월읍,84501
2020-07-06,연동,186289
2020-07-06,영천동,18419
2020-07-06,예래동,15612
2020-07-06,오라동,61594
2020-07-06,외도동,95276
2020-07-06,용담1동,32629
2020-07-06,용담2동,59108
2020-07-06,이도1동,43230
2020-07-06,이도2동,224560
2020-07-06,이호동,22168
2020-07-06,일도1동,21364
2020-07-06,일도2동,142124
2020-07-06,정방동,7896
2020-07-06,조천읍,60975
2020-07-06,중문동,40059
2020-07-06,중앙동,33258
2020-07-06,천지동,3875
2020-07-06,표선면,491440
2020-07-06,한경면,20780
2020-07-06,한림읍,63485
2020-07-06,화북동,113496
2020-07-06,효돈동,4944
2020-07-07,건입동,43633
2020-07-07,구좌읍,31090
2020-07-07,남원읍,51702
2020-07-07,노형동,259064
2020-07-07,대륜동,44306
2020-07-07,대정읍,85670
2020-07-07,대천동,52500
2020-07-07,도두동,23225
2020-07-07,동홍동,103412
2020-07-07,봉개동,13930
2020-07-07,삼도1동,60968
2020-07-07,삼도2동,32814
2020-07-07,삼양동,98985
2020-07-07,서홍동,34325
2020-07-07,성산읍,42786
2020-07-07,송산동,22314
2020-07-07,아라동,127801
2020-07-07,안덕면,37741
2020-07-07,애월읍,92494
2020-07-07,연동,208108
2020-07-07,영천동,14539
2020-07-07,예래동,18759
2020-07-07,오라동,66021
2020-07-07,외도동,100418
2020-07-07,용담1동,35210
2020-07-07,용담2동,62706
2020-07-07,이도1동,44493
2020-07-07,이도2동,239187
2020-07-07,이호동,23125
2020-07-07,일도1동,17353
2020-07-07,일도2동,158441
2020-07-07,정방동,7790
2020-07-07,조천읍,60236
2020-07-07,중문동,50156
2020-07-07,중앙동,32545
2020-07-07,천지동,4043
2020-07-07,표선면,495465
2020-07-07,한경면,18719
2020-07-07,한림읍,67361
2020-07-07,화북동,113617
2020-07-07,효돈동,3758
2020-07-08,건입동,40927
2020-07-08,구좌읍,38346
2020-07-08,남원읍,68446
2020-07-08,노형동,266019
2020-07-08,대륜동,53207
2020-07-08,대정읍,94714
2020-07-08,대천동,57513
2020-07-08,도두동,18178
2020-07-08,동홍동,111290
2020-07-08,봉개동,17662
2020-07-08,삼도1동,61621
2020-07-08,삼도2동,36041
2020-07-08,삼양동,95807
2020-07-08,서홍동,39845
2020-07-08,성산읍,52222
2020-07-08,송산동,33377
2020-07-08,아라동,136307
2020-07-08,안덕면,41365
2020-07-08,애월읍,97177
2020-07-08,연동,216043
2020-07-08,영천동,17195
2020-07-08,예래동,21078
2020-07-08,오라동,65471
2020-07-08,외도동,103021
2020-07-08,용담1동,36639
2020-07-08,용담2동,68878
2020-07-08,이도1동,48800
2020-07-08,이도2동,241773
2020-07-08,이호동,22961
2020-07-08,일도1동,17793
2020-07-08,일도2동,161474
2020-07-08,정방동,8106
2020-07-08,조천읍,66749
2020-07-08,중문동,61432
2020-07-08,중앙동,39176
2020-07-08,천지동,3823
2020-07-08,표선면,498475
2020-07-08,한경면,22933
2020-07-08,한림읍,78731
2020-07-08,화북동,123605
2020-07-08,효돈동,4173
2020-07-09,건입동,42152
2020-07-09,구좌읍,28150
2020-07-09,남원읍,69580
2020-07-09,노형동,246554
2020-07-09,대륜동,49140
2020-07-09,대정읍,73151
2020-07-09,대천동,46580
2020-07-09,도두동,15521
2020-07-09,동홍동,98590
2020-07-09,봉개동,16485
2020-07-09,삼도1동,62609
2020-07-09,삼도2동,35819
2020-07-09,삼양동,95417
2020-07-09,서홍동,30157
2020-07-09,성산읍,46474
2020-07-09,송산동,29902
2020-07-09,아라동,130854
2020-07-09,안덕면,34600
2020-07-09,애월읍,94744
2020-07-09,연동,195479
2020-07-09,영천동,15380
2020-07-09,예래동,19587
2020-07-09,오라동,53632
2020-07-09,외도동,102398
2020-07-09,용담1동,38983
2020-07-09,용담2동,64389
2020-07-09,이도1동,47109
2020-07-09,이도2동,225473
2020-07-09,이호동,26661
2020-07-09,일도1동,19036
2020-07-09,일도2동,151496
2020-07-09,정방동,8359
2020-07-09,조천읍,63122
2020-07-09,중문동,47054
2020-07-09,중앙동,34937
2020-07-09,천지동,3719
2020-07-09,표선면,30622
2020-07-09,한경면,20538
2020-07-09,한림읍,72878
2020-07-09,화북동,113378
2020-07-09,효돈동,3191
2020-07-10,건입동,40621
2020-07-10,구좌읍,34057
2020-07-10,남원읍,60003
2020-07-10,노형동,236723
2020-07-10,대륜동,48461
2020-07-10,대정읍,78872
2020-07-10,대천동,52274
2020-07-10,도두동,16401
2020-07-10,동홍동,101866
2020-07-10,봉개동,16076
2020-07-10,삼도1동,59393
2020-07-10,삼도2동,33050
2020-07-10,삼양동,84484
2020-07-10,서홍동,33129
2020-07-10,성산읍,41339
2020-07-10,송산동,26948
2020-07-10,아라동,120141
2020-07-10,안덕면,35407
2020-07-10,애월읍,90507
2020-07-10,연동,190443
2020-07-10,영천동,12419
2020-07-10,예래동,17948
2020-07-10,오라동,55851
2020-07-10,외도동,99697
2020-07-10,용담1동,32851
2020-07-10,용담2동,66096
2020-07-10,이도1동,40139
2020-07-10,이도2동,223872
2020-07-10,이호동,20326
2020-07-10,일도1동,18658
2020-07-10,일도2동,147768
2020-07-10,정방동,8687
2020-07-10,조천읍,61268
2020-07-10,중문동,57354
2020-07-10,중앙동,40607
2020-07-10,천지동,3122
2020-07-10,표선면,494417
2020-07-10,한경면,20563
2020-07-10,한림읍,78122
2020-07-10,화북동,106861
2020-07-10,효돈동,2857
2020-07-11,건입동,40505
2020-07-11,구좌읍,36329
2020-07-11,남원읍,72029
2020-07-11,노형동,255774
2020-07-11,대륜동,53662
2020-07-11,대정읍,107050
2020-07-11,대천동,50854
2020-07-11,도두동,17943
2020-07-11,동홍동,105549
2020-07-11,봉개동,19248
2020-07-11,삼도1동,64724
2020-07-11,삼도2동,36113
2020-07-11,삼양동,100230
2020-07-11,서홍동,34600
2020-07-11,성산읍,49709
2020-07-11,송산동,33372
2020-07-11,아라동,120620
2020-07-11,안덕면,39294
2020-07-11,애월읍,97561
2020-07-11,연동,200437
2020-07-11,영천동,11783
2020-07-11,예래동,21334
2020-07-11,오라동,60960
2020-07-11,외도동,102857
2020-07-11,용담1동,34176
2020-07-11,용담2동,59563
2020-07-11,이도1동,46234
2020-07-11,이도2동,243243
2020-07-11,이호동,23771
2020-07-11,일도1동,20573
2020-07-11,일도2동,150407
2020-07-11,정방동,8554
2020-07-11,조천읍,71294
2020-07-11,중문동,59246
2020-07-11,중앙동,39808
2020-07-11,천지동,4055
2020-07-11,표선면,951942
2020-07-11,한경면,20472
2020-07-11,한림읍,70817
2020-07-11,화북동,120407
2020-07-11,효돈동,3551
2020-07-12,건입동,42942
2020-07-12,구좌읍,30040
2020-07-12,남원읍,47034
2020-07-12,노형동,300070
2020-07-12,대륜동,41731
2020-07-12,대정읍,76174
2020-07-12,대천동,47026
2020-07-12,도두동,31435
2020-07-12,동홍동,85909
2020-07-12,봉개동,17758
2020-07-12,삼도1동,73618
2020-07-12,삼도2동,33973
2020-07-12,삼양동,118286
2020-07-12,서홍동,30283
2020-07-12,성산읍,32711
2020-07-12,송산동,25482
2020-07-12,아라동,158500
2020-07-12,안덕면,37632
2020-07-12,애월읍,105869
2020-07-12,연동,230592
2020-07-12,영천동,13867
2020-07-12,예래동,19932
2020-07-12,오라동,72233
2020-07-12,외도동,128276
2020-07-12,용담1동,35274
2020-07-12,용담2동,73379
2020-07-12,이도1동,43717
2020-07-12,이도2동,268280
2020-07-12,이호동,28173
2020-07-12,일도1동,19870
2020-07-12,일도2동,200088
2020-07-12,정방동,7555
2020-07-12,조천읍,66293
2020-07-12,중문동,50676
2020-07-12,중앙동,30147
2020-07-12,천지동,3027
2020-07-12,표선면,21367
2020-07-12,한경면,20529
2020-07-12,한림읍,68614
2020-07-12,화북동,132163
2020-07-12,효돈동,3077
2020-07-13,건입동,40323
2020-07-13,구좌읍,35583
2020-07-13,남원읍,68567
2020-07-13,노형동,254860
2020-07-13,대륜동,49361
2020-07-13,대정읍,89518
2020-07-13,대천동,51264
2020-07-13,도두동,17131
2020-07-13,동홍동,110895
2020-07-13,봉개동,19442
2020-07-13,삼도1동,54448
2020-07-13,삼도2동,32677
2020-07-13,삼양동,108023
2020-07-13,서홍동,32704
2020-07-13,성산읍,43604
2020-07-13,송산동,26762
2020-07-13,아라동,126866
2020-07-13,안덕면,40806
2020-07-13,애월읍,96515
2020-07-13,연동,198130
2020-07-13,영천동,9834
2020-07-13,예래동,16139
2020-07-13,오라동,60746
2020-07-13,외도동,103122
2020-07-13,용담1동,32567
2020-07-13,용담2동,60937
2020-07-13,이도1동,37397
2020-07-13,이도2동,224381
2020-07-13,이호동,21754
2020-07-13,일도1동,16901
2020-07-13,일도2동,149395
2020-07-13,정방동,5745
2020-07-13,조천읍,67944
2020-07-13,중문동,53530
2020-07-13,중앙동,35428
2020-07-13,천지동,3330
2020-07-13,표선면,954821
2020-07-13,한경면,20632
2020-07-13,한림읍,69911
2020-07-13,화북동,119196
2020-07-13,효돈동,4807
2020-07-14,건입동,40520
2020-07-14,구좌읍,35215
2020-07-14,남원읍,74679
2020-07-14,노형동,257439
2020-07-14,대륜동,54051
2020-07-14,대정읍,96551
2020-07-14,대천동,58989
2020-07-14,도두동,16801
2020-07-14,동홍동,125142
2020-07-14,봉개동,15728
2020-07-14,삼도1동,66929
2020-07-14,삼도2동,34152
2020-07-14,삼양동,101251
2020-07-14,서홍동,35979
2020-07-14,성산읍,50869
2020-07-14,송산동,26494
2020-07-14,아라동,126027
2020-07-14,안덕면,42090
2020-07-14,애월읍,110763
2020-07-14,연동,206861
2020-07-14,영천동,16335
2020-07-14,예래동,22216
2020-07-14,오라동,64320
2020-07-14,외도동,108910
2020-07-14,용담1동,33629
2020-07-14,용담2동,66680
2020-07-14,이도1동,45561
2020-07-14,이도2동,242029
2020-07-14,이호동,22131
2020-07-14,일도1동,17869
2020-07-14,일도2동,162044
2020-07-14,정방동,10512
2020-07-14,조천읍,63449
2020-07-14,중문동,61164
2020-07-14,중앙동,35725
2020-07-14,천지동,3855
2020-07-14,표선면,34896
2020-07-14,한경면,21983
2020-07-14,한림읍,78890
2020-07-14,화북동,118274
2020-07-14,효돈동,5391
2020-07-15,건입동,45075
2020-07-15,구좌읍,38408
2020-07-15,남원읍,64890
2020-07-15,노형동,259423
2020-07-15,대륜동,43734
2020-07-15,대정읍,95986
2020-07-15,대천동,50996
2020-07-15,도두동,22559
2020-07-15,동홍동,101408
2020-07-15,봉개동,19041
2020-07-15,삼도1동,66380
2020-07-15,삼도2동,38597
2020-07-15,삼양동,99169
2020-07-15,서홍동,35873
2020-07-15,성산읍,41548
2020-07-15,송산동,29446
2020-07-15,아라동,123506
2020-07-15,안덕면,42134
2020-07-15,애월읍,94826
2020-07-15,연동,209954
2020-07-15,영천동,13266
2020-07-15,예래동,19717
2020-07-15,오라동,59394
2020-07-15,외도동,104477
2020-07-15,용담1동,37374
2020-07-15,용담2동,63458
2020-07-15,이도1동,47004
2020-07-15,이도2동,239496
2020-07-15,이호동,22554
2020-07-15,일도1동,17233
2020-07-15,일도2동,154087
2020-07-15,정방동,7610
2020-07-15,조천읍,66248
2020-07-15,중문동,61343
2020-07-15,중앙동,37408
2020-07-15,천지동,6263
2020-07-15,표선면,25104
2020-07-15,한경면,20062
2020-07-15,한림읍,80059
2020-07-15,화북동,125296
2020-07-15,효돈동,3274
2020-07-16,건입동,40836
2020-07-16,구좌읍,36715
2020-07-16,남원읍,64761
2020-07-16,노형동,260267
2020-07-16,대륜동,45035
2020-07-16,대정읍,113103
2020-07-16,대천동,51411
2020-07-16,도두동,18003
2020-07-16,동홍동,106132
2020-07-16,봉개동,15846
2020-07-16,삼도1동,66574
2020-07-16,삼도2동,39547
2020-07-16,삼양동,100494
2020-07-16,서홍동,35505
2020-07-16,성산읍,41422
2020-07-16,송산동,31933
2020-07-16,아라동,129743
2020-07-16,안덕면,41385
2020-07-16,애월읍,102117
2020-07-16,연동,213684
2020-07-16,영천동,12021
2020-07-16,예래동,19387
2020-07-16,오라동,62152
2020-07-16,외도동,108979
2020-07-16,용담1동,34546
2020-07-16,용담2동,67967
2020-07-16,이도1동,58630
2020-07-16,이도2동,246118
2020-07-16,이호동,22804
2020-07-16,일도1동,17717
2020-07-16,일도2동,159588
2020-07-16,정방동,7838
2020-07-16,조천읍,67063
2020-07-16,중문동,69655
2020-07-16,중앙동,31276
2020-07-16,천지동,3968
2020-07-16,표선면,27406
2020-07-16,한경면,23247
2020-07-16,한림읍,76808
2020-07-16,화북동,120480
2020-07-16,효돈동,4066
2020-07-17,건입동,42882
2020-07-17,구좌읍,37903
2020-07-17,남원읍,71210
2020-07-17,노형동,260591
2020-07-17,대륜동,46744
2020-07-17,대정읍,97184
2020-07-17,대천동,54073
2020-07-17,도두동,28261
2020-07-17,동홍동,102997
2020-07-17,봉개동,17212
2020-07-17,삼도1동,62552
2020-07-17,삼도2동,36254
2020-07-17,삼양동,98199
2020-07-17,서홍동,36534
2020-07-17,성산읍,48009
2020-07-17,송산동,32571
2020-07-17,아라동,126058
2020-07-17,안덕면,39725
2020-07-17,애월읍,98955
2020-07-17,연동,199661
2020-07-17,영천동,13926
2020-07-17,예래동,23066
2020-07-17,오라동,62466
2020-07-17,외도동,101187
2020-07-17,용담1동,38055
2020-07-17,용담2동,67913
2020-07-17,이도1동,45872
2020-07-17,이도2동,228829
2020-07-17,이호동,24684
2020-07-17,일도1동,20845
2020-07-17,일도2동,154672
2020-07-17,정방동,9770
2020-07-17,조천읍,69810
2020-07-17,중문동,64832
2020-07-17,중앙동,35900
2020-07-17,천지동,3439
2020-07-17,표선면,26549
2020-07-17,한경면,26931
2020-07-17,한림읍,66343
2020-07-17,화북동,107199
2020-07-17,효돈동,3585
2020-07-18,건입동,42955
2020-07-18,구좌읍,32606
2020-07-18,남원읍,75735
2020-07-18,노형동,272270
2020-07-18,대륜동,44584
2020-07-18,대정읍,101223
2020-07-18,대천동,53771
2020-07-18,도두동,18135
2020-07-18,동홍동,102452
2020-07-18,봉개동,17994
2020-07-18,삼도1동,63538
2020-07-18,삼도2동,36423
2020-07-18,삼양동,107509
2020-07-18,서홍동,37546
2020-07-18,성산읍,46274
2020-07-18,송산동,31732
2020-07-18,아라동,139577
2020-07-18,안덕면,54882
2020-07-18,애월읍,103360
2020-07-18,연동,210272
2020-07-18,영천동,11791
2020-07-18,예래동,22201
2020-07-18,오라동,72857
2020-07-18,외도동,112087
2020-07-18,용담1동,34613
2020-07-18,용담2동,72353
2020-07-18,이도1동,48058
2020-07-18,이도2동,249939
2020-07-18,이호동,22267
2020-07-18,일도1동,16580
2020-07-18,일도2동,166695
2020-07-18,정방동,7703
2020-07-18,조천읍,71580
2020-07-18,중문동,62696
2020-07-18,중앙동,41061
2020-07-18,천지동,3857
2020-07-18,표선면,1420466
2020-07-18,한경면,20525
2020-07-18,한림읍,69117
2020-07-18,화북동,126933
2020-07-18,효돈동,2351
2020-07-19,건입동,51849
2020-07-19,구좌읍,41504
2020-07-19,남원읍,61015
2020-07-19,노형동,323123
2020-07-19,대륜동,46078
2020-07-19,대정읍,93495
2020-07-19,대천동,58440
2020-07-19,도두동,19235
2020-07-19,동홍동,112186
2020-07-19,봉개동,26139
2020-07-19,삼도1동,83074
2020-07-19,삼도2동,42004
2020-07-19,삼양동,135578
2020-07-19,서홍동,40734
2020-07-19,성산읍,49067
2020-07-19,송산동,36005
2020-07-19,아라동,184181
2020-07-19,안덕면,42316
2020-07-19,애월읍,107855
2020-07-19,연동,241581
2020-07-19,영천동,13206
2020-07-19,예래동,23576
2020-07-19,오라동,87970
2020-07-19,외도동,132009
2020-07-19,용담1동,38117
2020-07-19,용담2동,81454
2020-07-19,이도1동,54251
2020-07-19,이도2동,314983
2020-07-19,이호동,25998
2020-07-19,일도1동,20283
2020-07-19,일도2동,225049
2020-07-19,정방동,9142
2020-07-19,조천읍,76577
2020-07-19,중문동,70846
2020-07-19,중앙동,32704
2020-07-19,천지동,4373
2020-07-19,표선면,25995
2020-07-19,한경면,27034
2020-07-19,한림읍,61964
2020-07-19,화북동,154874
2020-07-19,효돈동,5357
2020-07-20,건입동,42696
2020-07-20,구좌읍,41701
2020-07-20,남원읍,63810
2020-07-20,노형동,285316
2020-07-20,대륜동,45825
2020-07-20,대정읍,99392
2020-07-20,대천동,58058
2020-07-20,도두동,17741
2020-07-20,동홍동,122411
2020-07-20,봉개동,20404
2020-07-20,삼도1동,71080
2020-07-20,삼도2동,38916
2020-07-20,삼양동,117493
2020-07-20,서홍동,39231
2020-07-20,성산읍,43694
2020-07-20,송산동,24902
2020-07-20,아라동,151190
2020-07-20,안덕면,44915
2020-07-20,애월읍,113636
2020-07-20,연동,217710
2020-07-20,영천동,14381
2020-07-20,예래동,20845
2020-07-20,오라동,72918
2020-07-20,외도동,114793
2020-07-20,용담1동,33152
2020-07-20,용담2동,77101
2020-07-20,이도1동,51741
2020-07-20,이도2동,265509
2020-07-20,이호동,21908
2020-07-20,일도1동,21779
2020-07-20,일도2동,172843
2020-07-20,정방동,6248
2020-07-20,조천읍,73146
2020-07-20,중문동,67893
2020-07-20,중앙동,38004
2020-07-20,천지동,1959
2020-07-20,표선면,485782
2020-07-20,한경면,17791
2020-07-20,한림읍,72369
2020-07-20,화북동,137027
2020-07-20,효돈동,5653
2020-07-21,건입동,47892
2020-07-21,구좌읍,36836
2020-07-21,남원읍,65420
2020-07-21,노형동,274470
2020-07-21,대륜동,43306
2020-07-21,대정읍,117063
2020-07-21,대천동,49375
2020-07-21,도두동,20522
2020-07-21,동홍동,106025
2020-07-21,봉개동,19050
2020-07-21,삼도1동,69012
2020-07-21,삼도2동,40749
2020-07-21,삼양동,105325
2020-07-21,서홍동,34733
2020-07-21,성산읍,46201
2020-07-21,송산동,30684
2020-07-21,아라동,130111
2020-07-21,안덕면,43610
2020-07-21,애월읍,107372
2020-07-21,연동,216756
2020-07-21,영천동,11860
2020-07-21,예래동,15925
2020-07-21,오라동,72159
2020-07-21,외도동,113998
2020-07-21,용담1동,41492
2020-07-21,용담2동,71869
2020-07-21,이도1동,51262
2020-07-21,이도2동,251408
2020-07-21,이호동,25690
2020-07-21,일도1동,17629
2020-07-21,일도2동,175696
2020-07-21,정방동,8720
2020-07-21,조천읍,67120
2020-07-21,중문동,61806
2020-07-21,중앙동,27905
2020-07-21,천지동,4327
2020-07-21,표선면,24186
2020-07-21,한경면,23013
2020-07-21,한림읍,69120
2020-07-21,화북동,128938
2020-07-21,효돈동,5378
2020-07-22,건입동,43679
2020-07-22,구좌읍,38557
2020-07-22,남원읍,63276
2020-07-22,노형동,288266
2020-07-22,대륜동,42935
2020-07-22,대정읍,98958
2020-07-22,대천동,45409
2020-07-22,도두동,32893
2020-07-22,동홍동,113124
2020-07-22,봉개동,18445
2020-07-22,삼도1동,74939
2020-07-22,삼도2동,44145
2020-07-22,삼양동,108483
2020-07-22,서홍동,38083
2020-07-22,성산읍,43433
2020-07-22,송산동,28111
2020-07-22,아라동,144260
2020-07-22,안덕면,46227
2020-07-22,애월읍,113083
2020-07-22,연동,214186
2020-07-22,영천동,16142
2020-07-22,예래동,22819
2020-07-22,오라동,62867
2020-07-22,외도동,112945
2020-07-22,용담1동,34574
2020-07-22,용담2동,73895
2020-07-22,이도1동,49535
2020-07-22,이도2동,244118
2020-07-22,이호동,22693
2020-07-22,일도1동,17228
2020-07-22,일도2동,172248
2020-07-22,정방동,8166
2020-07-22,조천읍,73009
2020-07-22,중문동,68302
2020-07-22,중앙동,39267
2020-07-22,천지동,6130
2020-07-22,표선면,24200
2020-07-22,한경면,20752
2020-07-22,한림읍,66013
2020-07-22,화북동,136379
2020-07-22,효돈동,4478
2020-07-23,건입동,45194
2020-07-23,구좌읍,34463
2020-07-23,남원읍,58917
2020-07-23,노형동,257304
2020-07-23,대륜동,35994
2020-07-23,대정읍,94436
2020-07-23,대천동,48464
2020-07-23,도두동,17748
2020-07-23,동홍동,98127
2020-07-23,봉개동,17431
2020-07-23,삼도1동,62440
2020-07-23,삼도2동,40334
2020-07-23,삼양동,104022
2020-07-23,서홍동,32235
2020-07-23,성산읍,42070
2020-07-23,송산동,31477
2020-07-23,아라동,119828
2020-07-23,안덕면,35834
2020-07-23,애월읍,89660
2020-07-23,연동,198240
2020-07-23,영천동,11666
2020-07-23,예래동,22709
2020-07-23,오라동,60526
2020-07-23,외도동,100971
2020-07-23,용담1동,34684
2020-07-23,용담2동,64892
2020-07-23,이도1동,44839
2020-07-23,이도2동,236083
2020-07-23,이호동,22035
2020-07-23,일도1동,18907
2020-07-23,일도2동,152038
2020-07-23,정방동,7456
2020-07-23,조천읍,62389
2020-07-23,중문동,58958
2020-07-23,중앙동,32412
2020-07-23,천지동,3286
2020-07-23,표선면,25688
2020-07-23,한경면,18825
2020-07-23,한림읍,68309
2020-07-23,화북동,112350
2020-07-23,효돈동,2918
2020-07-24,건입동,40245
2020-07-24,구좌읍,36422
2020-07-24,남원읍,69083
2020-07-24,노형동,260581
2020-07-24,대륜동,50556
2020-07-24,대정읍,90865
2020-07-24,대천동,58789
2020-07-24,도두동,17535
2020-07-24,동홍동,122391
2020-07-24,봉개동,18898
2020-07-24,삼도1동,59937
2020-07-24,삼도2동,37552
2020-07-24,삼양동,95471
2020-07-24,서홍동,48434
2020-07-24,성산읍,79842
2020-07-24,송산동,29444
2020-07-24,아라동,114490
2020-07-24,안덕면,44055
2020-07-24,애월읍,106000
2020-07-24,연동,197508
2020-07-24,영천동,51785
2020-07-24,예래동,18132
2020-07-24,오라동,64964
2020-07-24,외도동,99631
2020-07-24,용담1동,31488
2020-07-24,용담2동,63574
2020-07-24,이도1동,48225
2020-07-24,이도2동,216966
2020-07-24,이호동,24816
2020-07-24,일도1동,15456
2020-07-24,일도2동,151129
2020-07-24,정방동,18740
2020-07-24,조천읍,64591
2020-07-24,중문동,61915
2020-07-24,중앙동,50850
2020-07-24,천지동,28746
2020-07-24,표선면,37100
2020-07-24,한경면,23240
2020-07-24,한림읍,66662
2020-07-24,화북동,114418
2020-07-24,효돈동,14941
2020-07-25,건입동,50255
2020-07-25,구좌읍,44540
2020-07-25,남원읍,70931
2020-07-25,노형동,280115
2020-07-25,대륜동,49577
2020-07-25,대정읍,106614
2020-07-25,대천동,64660
2020-07-25,도두동,20922
2020-07-25,동홍동,122769
2020-07-25,봉개동,18620
2020-07-25,삼도1동,73119
2020-07-25,삼도2동,41723
2020-07-25,삼양동,119778
2020-07-25,서홍동,52790
2020-07-25,성산읍,85559
2020-07-25,송산동,38698
2020-07-25,아라동,152830
2020-07-25,안덕면,49801
2020-07-25,애월읍,101568
2020-07-25,연동,216564
2020-07-25,영천동,49757
2020-07-25,예래동,21685
2020-07-25,오라동,70919
2020-07-25,외도동,112969
2020-07-25,용담1동,33525
2020-07-25,용담2동,72690
2020-07-25,이도1동,49255
2020-07-25,이도2동,265124
2020-07-25,이호동,23524
2020-07-25,일도1동,20666
2020-07-25,일도2동,181472
2020-07-25,정방동,27123
2020-07-25,조천읍,78162
2020-07-25,중문동,72481
2020-07-25,중앙동,60630
2020-07-25,천지동,36853
2020-07-25,표선면,38596
2020-07-25,한경면,26296
2020-07-25,한림읍,80203
2020-07-25,화북동,140785
2020-07-25,효돈동,23474
2020-07-26,건입동,57660
2020-07-26,구좌읍,44908
2020-07-26,남원읍,70434
2020-07-26,노형동,332405
2020-07-26,대륜동,55978
2020-07-26,대정읍,122544
2020-07-26,대천동,70276
2020-07-26,도두동,22627
2020-07-26,동홍동,138986
2020-07-26,봉개동,24425
2020-07-26,삼도1동,80094
2020-07-26,삼도2동,46058
2020-07-26,삼양동,136970
2020-07-26,서홍동,54588
2020-07-26,성산읍,85764
2020-07-26,송산동,41778
2020-07-26,아라동,168031
2020-07-26,안덕면,50744
2020-07-26,애월읍,117298
2020-07-26,연동,242463
2020-07-26,영천동,55583
2020-07-26,예래동,26565
2020-07-26,오라동,82601
2020-07-26,외도동,129862
2020-07-26,용담1동,37291
2020-07-26,용담2동,85293
2020-07-26,이도1동,63675
2020-07-26,이도2동,306801
2020-07-26,이호동,31227
2020-07-26,일도1동,19398
2020-07-26,일도2동,218909
2020-07-26,정방동,31151
2020-07-26,조천읍,82979
2020-07-26,중문동,72622
2020-07-26,중앙동,50844
